Hash,Message,Hashes of parents,Is a merge commit?,List of modified files
3333bfdc16484100a91c682238f75c01b461b9cf,fixed doma service,['4e8df47bab6647ac5664d071c580a990f9ebd1c5'],False,"['src/dom/__tests__/service_test.py', 'src/dom/service.py']"
588d517db8c2e4035de01407f1b9bd6d87adc414,fixing structure and agents,['28edd02baa5a1d36caa03933ac7c66b9e969d7fe'],False,"['src/actions/browser_actions.py', 'src/agent_interface/planing_agent.py', 'src/dom/service.py', 'src/dom/tests/service_test.py', 'src/llm/tests/service_test.py', 'src/state_manager/state.py', 'src/tests/test_kayak_search.py']"
68d7b82a505030770f0773fb364054e529823f7e,fixed requirements,['4d5250a1625f08775ea91fe4b8adebf59389c330'],False,['requirements.txt']
70354200b87c6e37809623f9d66f27a28aab31f4,fixed tests,['aad4b04703ee7db6891152ce4b217f8c10ab6ece'],False,"['src/browser/service.py', 'src/tests/test_kayak_search.py']"
f3cf42edd5a959a08ff3567436530bb1455105b1,Fix done true only when final task done,['3bcc5df4e7720a82c3e2e63b75c41401e73558dc'],False,"['src/agent/service.py', 'src/planning/service.py', 'src/tests/test_kayak_search.py']"
68b2270ca12e3e75cd676bb19c61c5f848c4a52b,No vision fix if no function,['f3cf42edd5a959a08ff3567436530bb1455105b1'],False,"['src/agent/service.py', 'src/planning/service.py', 'src/tests/test_kayak_search.py']"
9cf38f8437c4ee2fb331452884fadddd1a63fd09,Debug file launch.json,['68b2270ca12e3e75cd676bb19c61c5f848c4a52b'],False,['.vscode/launch.json']
c60cf381a4eeddb40c286c2d74525b776bb4bc4e,Fix include index in current element,['9cf38f8437c4ee2fb331452884fadddd1a63fd09'],False,"['src/dom/views.py', 'src/planning/prompts.py', 'src/planning/service.py']"
6f989c6c8739267cbbc33e682dae27808a1d5838,Fixed vision input,['c60cf381a4eeddb40c286c2d74525b776bb4bc4e'],False,"['src/planning/prompts.py', 'src/planning/service.py', 'src/tests/test_kayak_search.py']"
33daadd32c281d3d2f17e5b6e0306a3b7f18fc8e,Debug top element for cookie,['784471f4adc393d2052dcdc6596f6a1b26121c29'],False,['src/dom/service.py']
d8ca100068041cd6b32ff77f8c41e2b290e965c8,fixed extraction,['d5dba508e62469412e816230981bd38b677af661'],False,"['src/browser/service.py', 'src/dom/service.py', 'src/dom/tests/extraction_test.py', 'src/dom/tests/service.py', 'src/dom/views.py']"
4e01908f2c66ef0cf7ffe3af6d9b0eecf458bbd7,"Merge pull request #1 from gregpr07:gregorzunic/int-10-top-element-function-is-fucked

fixed extraction","['d5dba508e62469412e816230981bd38b677af661', 'd8ca100068041cd6b32ff77f8c41e2b290e965c8']",True,[]
5045e1e8fafd66bde4bf558abb635fa5bedfdfdb,Fix cached state,['1093b4896d82a0182f068278018fb3bc4abba89d'],False,['src/controller/service.py']
b44d81b791b6bd5d9201149a875b2eb1abf0036d,Fix xPath generation,['52cf8402b55cd21f1cb70b8bfd4099a6aec0dd74'],False,"['src/agent/prompts.py', 'src/agent/service.py', 'src/controller/service.py', 'src/dom/service.py', 'src/tests/test_kayak_search.py']"
3a60fd8b1d86eca9120a9c0990e778c18685fc1c,Feed error and extracted content to model,['b68ed9422592b6b84c349251a8dee2762d656525'],False,['src/agent/service.py']
d740c13f980f53dc20fdc8b3813db34bb454cf44,small fixes and readme split,['49492bf1a6287260b5e4813ba2fed5053e022dbf'],False,"['README.md', 'requirements.txt', 'src/README.md', 'src/agent/prompts.py', 'src/agent/service.py', 'src/tests/test_search.py']"
2e189852ab93d3aa3d65b799520acf0a78a26a60,Fix use vision model for openai in try,['54c935e60f5925c39efa6f6165a6411a93c59aad'],False,['examples/try.py']
a5b8f8cedaffeecea1b7194c89de226fbea53c96,Fix typo and pip example,['77b5a9933edd33cc918e1a6a38c762a46c067b76'],False,['README.md']
95d61b3325e19faef028a82437930ac9d59de976,Fix example,['a5b8f8cedaffeecea1b7194c89de226fbea53c96'],False,['README.md']
264cb0a8bddd1ac498621061d2d08edc16f0450d,"Merge pull request #14 from jason19970210/patch-1

Update README.md with updating discord invitation link","['95d61b3325e19faef028a82437930ac9d59de976', 'f6fb5b4b9d2762a8e4db5a797a4218d9e5d01e40']",True,[]
5b5ee3e9b3c248f65454efb0c4667f1dd3feada4,"Merge pull request #19 from gregpr07/MagMueller-patch-1

Update README.md","['fedc08926cf4612d5dec3bd160d7802a4a617491', '7c209d1bec19f408f75b4110a06c405b8acdd8a6']",True,[]
89c63fdd63eb2301ab2c8a35be1d1f5d79afb9c1,"Added custom actions registry and fixed extraction layer (#20)

* Validator

* Test mind2web

* Cleaned up logger

* Pytest logger

* Cleaned up logger

* Disable flag for human input

* Multiple clicks per button

* Multiple clicks per button

* More structured system prompt

* Fields with description

* System prompt example

* One logger

* Cleaner logging

* Log step in step function

* Fix critical clicking error - wrong argument used

* Improved thought process of agent

* Improve system prompt

* Remove human input message

* Custome action registration

* Pydantic model for custom actions

* Pydantic model for custome output

* Runs through, model outputs functions, but not called yet

* Work in progress - description for custome actions

* Description works, but schema not yet

* Model can call the right action - but is not executed

* Seperate is_controller_action  and is_custom_action

* Works! Model can call custom function

* Use registry for action, but result is not feed back to model

* Include result in messages

* Works with custom function - but typing is not correct

* Renamed registry

* First test cases

* Captcha tests

* Pydantic for tests

* Improve prompts for multy step

* System prompt structure

* Handle errors like validation error

* Refactor error handling in agent

* Refactor error handling in agent

* Improved logging

* Update view

* Fix click parameter to index

* Simplify dynamic actions

* Use run instead of step

* Rename history

* Rename AgentService to Agent

* Rename ControllerService to Controller

* Pytest file

* Rename get state

* Rename BrowserService

* reversed dom extraction recursion to while

* Rename use_vision

* Rename use_vision

* reversed dom tree items and made browser less anoying

* Renaming and fixing type errors

* Renamed class names for agent

* updated requirements

* Update prompt

* Action registration works for user and controller

* Fix done call by returning ActionResult

* Fix if result is none

* Rename AgentOutput and ActionModel

* Improved prompt Passes 6/8 tests from test_agent_actions

* Calculate token cost

* Improve display

* Simplified logger

* Test function calling

* created super simple xpath extraction algo

* Tests logging

* tiny fixes to dom extraction

* Remove test

* Dont log number of clicks

* Pytest file

* merged per element js checks

* Check if driver is still open

* super fast processing

* fixed agent planning and stuff

* Fix example

* Fix example

* Improve error

* Improved error correction

* New line for step

* small type error fixes

* Test for pydantic

* Fix line

* Removed sample

* fixed readme and examples

---------

Co-authored-by: magmueller <mamagnus00@gmail.com>",['5b5ee3e9b3c248f65454efb0c4667f1dd3feada4'],False,"['.gitignore', '.vscode/launch.json', 'README.md', 'browser_use/__init__.py', 'browser_use/agent/prompts.py', 'browser_use/agent/service.py', 'browser_use/agent/views.py', 'browser_use/browser/service.py', 'browser_use/browser/tests/highlight_elements.py', 'browser_use/browser/tests/screenshot_test.py', 'browser_use/browser/tests/test_clicks.py', 'browser_use/browser/tests/test_selenium.py', 'browser_use/browser/views.py', 'browser_use/controller/registry/service.py', 'browser_use/controller/registry/views.py', 'browser_use/controller/service.py', 'browser_use/controller/tests/current_state.py', 'browser_use/controller/views.py', 'browser_use/dom/service.py', 'browser_use/dom/tests/extraction_test.py', 'browser_use/dom/views.py', 'browser_use/logging_config.py', 'browser_use/utils.py', 'conftest.py', 'examples/chain_of_agents.py', 'examples/extend_actions.py', 'examples/flight_search.py', 'examples/image_search.py', 'examples/simple_run.py', 'examples/talent_kick_apply.py', 'examples/try.py', 'examples/wiki_search.py', 'pyproject.toml', 'pytest.ini', 'requirements-dev.txt', 'requirements.txt', 'tests/mind2web_data/processed.json', 'tests/test_agent_actions.py', 'tests/test_core_functionality.py', 'tests/test_mind2web.py', 'tests/test_self_registered_actions.py', 'tests/test_stress.py']"
beef18c597d828a49305409a66755dac10324b85,Merge remote-tracking branch 'origin/main' into fix-href-cap,"['add855e5ee68c63633976c52832738f19a404380', 'a70854af63e5759d3f205bbd2e274d7b9e64a322']",True,[]
3b047656f089d88d192ffa0493b716b4ffa2f21d,Fixed bug for empty parameters,['beef18c597d828a49305409a66755dac10324b85'],False,['browser_use/controller/registry/service.py']
d92de3d0a4e469e536421ef3186b0b362025a10e,"Merge pull request #29 from gregpr07/fix-href-cap

Fix href cap","['a70854af63e5759d3f205bbd2e274d7b9e64a322', '0bb488a01acf911f44b056ae348e19a35e278057']",True,[]
f31759cdd87797847a4f5ebc96846a5a7628cf47,Debug current file,['0bbb32902fc0e6fed7e20027ba962900a2633eaf'],False,['.vscode/launch.json']
be31ac93599dde524259831fc047163c708d22d9,Fix token calculation,['d92de3d0a4e469e536421ef3186b0b362025a10e'],False,['browser_use/agent/service.py']
aaf33523ceeca0aa39e51af45fd871ee8ca14ebf,"Merge pull request #32 from gregpr07/fix-token-calculation

Fix token calculation","['d92de3d0a4e469e536421ef3186b0b362025a10e', 'be31ac93599dde524259831fc047163c708d22d9']",True,[]
ad5c46678efc125e2e26a699890ef994c60b5d10,"Merge pull request #33 from gregpr07/fix-lfs

Remove mp4 files and update gitattributes","['aaf33523ceeca0aa39e51af45fd871ee8ca14ebf', '2a9170cb8106d310722a89aadfcf3da970de450e']",True,[]
e1ba6fcb48799dfac52dbde85878b3bda8031243,"Merge pull request #37 from gregpr07/MagMueller-patch-1

Update pyproject.toml new version","['5b332eded5f9add509a003b16f737eaf8e699ffb', '8a97bb1938acc63a877cfbad5033bd2e079683b3']",True,[]
d0f215ef4d7e2554a718eae89a518bb8bb5872be,Fix max token error - cut history context or current message if its too long,['e4ed949141349df56b211532b2cf556542d7e994'],False,"['browser_use/agent/prompts.py', 'browser_use/agent/service.py', 'browser_use/controller/service.py']"
b0c390f2c0147f8743923658131de876da552954,"fixed multi tab management, clicking timeouts, general bugfixes",['f7148e3542741bd32632e7c4961999a4780710ce'],False,"['.vscode/launch.json', 'browser_use/browser/service.py', 'browser_use/browser/tests/test_clicks.py', 'browser_use/browser/views.py', 'browser_use/controller/service.py', 'browser_use/controller/views.py', 'browser_use/dom/tests/extraction_test.py', 'conftest.py', 'examples/simple_run.py', 'tests/test_agent_actions.py', 'tests/test_core_functionality.py']"
57490c06f344b279ef52c0c85aaedf9f4778f037,fixed num clicks type error,['c91c1782e873ab4bd2a391eca1322e5e0d9a7911'],False,['browser_use/controller/service.py']
6ab82b7921130ed8443f7f2de1faa340be960014,Print error trace and fix saveing message,['383daae930121256c63eea0a65f10f78bc6d0873'],False,"['browser_use/agent/service.py', 'browser_use/agent/views.py']"
0000af0a116a6882109d76be86946a35f6bca0fd,fixed sync pydantic param registered functions,['57490c06f344b279ef52c0c85aaedf9f4778f037'],False,"['.vscode/launch.json', 'browser_use/controller/registry/service.py', 'tests/test_self_registered_actions.py']"
bb233e78688dc98b2b725d5c2b18d27f4840b449,fixed test_clicks,['2e7040c4e8093c36f55a4c5732bf0f278a83a1c4'],False,['browser_use/browser/tests/test_clicks.py']
0019105a494a440449abd81d4e552fff12961376,fixed merge errors,['5941dd2752869216432ece8656eb5b3515b6447f'],False,"['browser_use/controller/service.py', 'browser_use/controller/views.py', 'browser_use/logging_config.py', 'examples/check_appointment.py', 'examples/file_upload.py', 'examples/find_and_apply_to_jobs.py']"
5574220b9108253ea117c012486a417d09fc11e3,fixed old tests,['a00cf27236a849156d030583d7118b4eb4f85dfe'],False,['tests/test_core_functionality.py']
5c6767c3b3c9bdc9ec0d13d3adf7925bb32541a0,fixed pyproject toml,['9255d37b0d8ded7795a9b0917d93161f5f0b46d1'],False,['pyproject.toml']
60fbd16730c72cff816e687487e2ef331bb97bfc,When page not loaded return empty state - fixes break for not loading page,['1112fbfd8c4e41bbcb611870641757492e9b6a5e'],False,"['.gitignore', 'browser_use/agent/service.py', 'browser_use/browser/tests/playwright_test.py', 'browser_use/dom/service.py']"
ceb8c8e3fb284f4d011937ec6ce7cb8779acd8db,"Merge pull request #48 from gregpr07/hot-fix/page-content-not-loaded

When page not loaded return empty state - fixes break for not loading…","['1112fbfd8c4e41bbcb611870641757492e9b6a5e', '60fbd16730c72cff816e687487e2ef331bb97bfc']",True,[]
233b5e740cc862a06b5d9161ad65fc79abd50a8d,"Merge pull request #49 from gregpr07/MagMueller-patch-2

Update pyproject.toml","['ceb8c8e3fb284f4d011937ec6ce7cb8779acd8db', '5bd5287e80ba2596dd495a05407013fb3e5c6ff4']",True,[]
8aa4321efe60253c928a416d6c22d76becc6b37b,Merge branch 'main' into hot-fix/max-token-message-manager,"['8a90a8855a3f9d5bd3128960e1aa968ec5079edb', '233b5e740cc862a06b5d9161ad65fc79abd50a8d']",True,[]
e6e1d22e9ceecaac2093ff41fb07eb906b81c5cf,Error for max token limit logger,['de5a194bb6a491b5ce8a881b5b3f9ae0ec025660'],False,['browser_use/agent/message_manager/service.py']
21198f59041e2d6a30fc1083c6d532d1c959dbbb,Fix tests - now most of them are running through again,['b6f28b474c24946c590bc510ea09d3e06bba5e21'],False,"['browser_use/agent/prompts.py', 'browser_use/browser/tests/test_clicks.py', 'browser_use/controller/service.py', 'tests/test_agent_actions.py', 'tests/test_core_functionality.py', 'tests/test_mind2web.py', 'tests/test_self_registered_actions.py']"
23d997daa693aa8739d92e4bc82310bf043466de,Fix logger,['21198f59041e2d6a30fc1083c6d532d1c959dbbb'],False,['browser_use/logging_config.py']
7e65f367f3d82fba5dea672d0af649f3a2c04e1b,Fix stress tests,['e326844fa976403923cdadc3b281dd7f2331e466'],False,['tests/test_stress.py']
bd635a3108da4f9b706026290e6233c6328aeebc,"Merge pull request #53 from gregpr07/hot-fix/max-token-message-manager

Hot fix/max token message manager","['89361ad05ed7fa155ffdff48786ef8766c1bed99', '7e65f367f3d82fba5dea672d0af649f3a2c04e1b']",True,[]
22ea904b98ca8944a24e3e4d62892054784ed785,Fixed exception handling bug in agent step,['3b40d7e5f69e9c2ec0be3953ee9c2803c326206e'],False,['browser_use/agent/service.py']
8f3f8705327113d8a0b7725fccc3fc10cfea158b,"Revert ""Fixed exception handling bug in agent step""

This reverts commit 22ea904b98ca8944a24e3e4d62892054784ed785.",['22ea904b98ca8944a24e3e4d62892054784ed785'],False,['browser_use/agent/service.py']
5a8882b8093a9fa9a13a809e7dc7ffe464caa233,Fixed exception handling bug in agent step,['8f3f8705327113d8a0b7725fccc3fc10cfea158b'],False,['browser_use/agent/service.py']
cb9006aada80bdf0cab1812349a0642e4e29f028,Fix system prompt return,['3b40d7e5f69e9c2ec0be3953ee9c2803c326206e'],False,['examples/custom_system_prompt.py']
ad580f3daf768835bf77bf06f0704825070dae45,"Merge pull request #59 from Shahar-Y/fix/step-exception

Fix/step exception","['3b40d7e5f69e9c2ec0be3953ee9c2803c326206e', '5a8882b8093a9fa9a13a809e7dc7ffe464caa233']",True,[]
1a8e51d27ea8b5241dea50918406e5885af4b39a,highlighting on iframes fixed,['8c7686e3ce898165d8ff9363eaad4b15bd635f1f'],False,['browser_use/dom/buildDomTree.js']
47cd2daff521b64589b046150220fe8322edc143,Fix cookies,['776293475869ad370df3adf30b24ab991088a7bb'],False,['browser_use/browser/service.py']
10af7535e841cc4910bb0bb0fdd1780b6a547627,tiny import and format fixes,['40e8c05c7d68d8c7e404a7e66d92d1ef44e6d500'],False,"['browser_use/agent/service.py', 'browser_use/browser/service.py']"
58657f12174e408343dbcda7e6aa74c721053ebf,Fix type errors,['d6e684f66f5ef295c008f19b14a48ac991ee089a'],False,"['browser_use/agent/service.py', 'browser_use/browser/tests/test_clicks.py']"
9dfc1f3fafd1953090bd4a5bbf4d4e902587bc18,Seperate class for browserhistory - fixed type errors,['c39bf65da189389ed7cf4ed516f794782ba2f096'],False,"['browser_use/agent/service.py', 'browser_use/agent/tests.py', 'browser_use/agent/views.py', 'browser_use/browser/service.py', 'browser_use/browser/tests/test_clicks.py', 'browser_use/browser/views.py', 'browser_use/controller/service.py', 'browser_use/dom/service.py', 'browser_use/dom/views.py', 'examples/file_upload.py']"
5e8b7c89d48dc84974093239bad9d081f1de0462,Fixed captcha text,['078d7101aacad6358f8ae9da3ce60860f75bcccd'],False,['tests/test_agent_actions.py']
ddd03835ed4e875dfe23a463119385a27d7d305a,"Merge pull request #70 from gregpr07/hot-fix/buildDomTree.js

Fix missing buildDomTree.js file in pip","['c412c73e36a1779d72afa18f5e7e31252d5c6ab5', '8512f2e42deb2ccf96d483a09122accc9a6cd5de']",True,[]
a34dd1a4415e5c3b30d76699b85a0c6a3fc8a04d,"Merge pull request #71 from gregpr07/hot-fix/buildDOmTree.js-not-found

Update how we import buildDomTree","['ddd03835ed4e875dfe23a463119385a27d7d305a', '7daac738313e28c570be84e144a2734c9fa68a31']",True,[]
df1f9887c68668218dd66c75b84a3d71415d5544,"Merge pull request #72 from gregpr07/hot-fix/buildDomTreejs-not-found3

Hot fix/build dom treejs not found3","['a34dd1a4415e5c3b30d76699b85a0c6a3fc8a04d', '024c338bf4ffd02ad60a70e0e3270d6f1e352c92']",True,[]
f6d20971308b59695bf5acb50abc566bb59db9e9,Cut error message in history messages,['a0a4ebb4620a5cd036266ec59c692b247b642be0'],False,"['browser_use/agent/message_manager/service.py', 'browser_use/agent/prompts.py', 'browser_use/agent/service.py']"
a25711848bbc17e2454e2399baa9172e5cc9d7d1,Change cookie log level to debug,['f6d20971308b59695bf5acb50abc566bb59db9e9'],False,['browser_use/browser/service.py']
75d9239e5f609a12b552ea6b2da2658c57485c9a,"Cut errors in output, include attributes in state and rerun only k steps",['1db4cf8dda2004ecd3b45bb476226395c8dcf858'],False,"['browser_use/agent/message_manager/service.py', 'browser_use/agent/prompts.py', 'browser_use/agent/service.py', 'browser_use/dom/views.py']"
9ca311652e9ad50ffbcfbfa337f00ece06e9e0a7,Switch max error and attributes in arguments,['0c15d6c6d3c61ce7599b6e9d14a657a859799c62'],False,['browser_use/agent/prompts.py']
a7f0151cc43955323c08519f0098a29534fe5ac5,Fix history as list,['c581a1b25198f79246d8809568b0359bafe33edb'],False,['browser_use/agent/views.py']
90ef74acebb7b70cbd7b69126042960139d6b9d4,"Removed num_clicks, fixed type valuation -> evaluation, and multiaction with output list",['dd937112ba0f453792334ad8c79c87f880c708a3'],False,"['browser_use/agent/message_manager/tests.py', 'browser_use/agent/service.py', 'browser_use/agent/tests.py', 'browser_use/agent/views.py', 'browser_use/controller/service.py', 'browser_use/controller/views.py', 'tests/test_agent_actions.py']"
34ca52ea3a33a83b00a54da14c908baa9db8b25b,Fix small actions - improve prompt for multiaction - improve logging,['5128b6f0c44cab35cf2c9a46327c69c6a2672d68'],False,"['browser_use/agent/prompts.py', 'browser_use/agent/service.py', 'browser_use/agent/views.py', 'browser_use/browser/service.py', 'browser_use/controller/service.py', 'examples/find_and_apply_to_jobs.py']"
36fabb799c6dba09a47270f0cae8a5e49286f77a,"fixed tests, now headless, no more asyncio errors (hopefully)",['cf27d9e1c5d8dc2c854324d63fd294728f7059b9'],False,"['browser_use/browser/context.py', 'tests/test_agent_actions.py', 'tests/test_core_functionality.py', 'tests/test_mind2web.py', 'tests/test_self_registered_actions.py', 'tests/test_stress.py']"
e994da11c1e8b9a20a239d48ca70c698f9fefc0e,Error trace only in debug mode,['1b1201a45b28e84c6ceea4d8a54b40f8d2f0959d'],False,"['browser_use/agent/service.py', 'browser_use/agent/views.py']"
830eae1864d44fa027e1a8000127f56c6aa1a932,fixed core functionality test,['969e31140c6a63329876e46d2fa0aaca4a3d605b'],False,['tests/test_core_functionality.py']
977d07646817df803482b6e5b7388ffeb84736e7,Fixed chain of agents,['03a93c708322cbc7dcf7a3887f15fb814e64a39b'],False,['examples/chain_of_agents.py']
7286f0daa42c326372cec51c6c5314d8a0cd00e7,Fixed system prompt example,['c6b8e8e3335efd474684d6c19fa214cbbc9351a9'],False,['examples/custom_system_prompt.py']
faf22c8c3478ebe0e25e70ce993eff763af75910,Hacky fix just tell user to close all chrome instances,['05300b30f8676549d516ee5d0a851ffb3c7090bc'],False,"['browser_use/browser/browser.py', 'browser_use/browser/context.py']"
d6c07da370b4bf74d37c4decf7b7cce5d1610b4b,hot fix: generation of css selector,['45a46f8fbd1487e83bcc7296deec77699a3a42b8'],False,"['browser_use/browser/context.py', 'examples/try.py']"
497fa19a09ce16c8d6f5ec903cb26ecdc6acdfd5,Fix error when no result,['d3b346733f37ec29af9cf3629517c3059b394154'],False,['browser_use/agent/service.py']
8364e9fe5ee5cc195c51bddfdf3694a083be9671,"Fix multistep - only compare branch hashes - not attribute hashes, because they can change",['497fa19a09ce16c8d6f5ec903cb26ecdc6acdfd5'],False,['browser_use/controller/service.py']
777700589ee7f7da66403a93f19adeaddf0f346a,"Merge pull request #85 from berkantay/main

Fix typo on prompts","['86b989e684bf8afe12f2c1f5d7623db8af667ee1', '9c35b04f72346b56a0b431d7334fc4c99318149d']",True,[]
c466a1c6015f5421b3f59c35257404f6d3f222dc,Fix scroll to text function,['8364e9fe5ee5cc195c51bddfdf3694a083be9671'],False,"['browser_use/agent/service.py', 'browser_use/controller/service.py']"
5cef473b943d550bd7ddf324607552d0244c8d83,fixed css selector special characters,['513ef8c077f374c423831c93b57f11b092254180'],False,"['browser_use/browser/context.py', 'browser_use/browser/tests/test_clicks.py']"
1870a6b7b8df6bda7757033b65336dfb493d1c3e,Fix scroll to text,['c466a1c6015f5421b3f59c35257404f6d3f222dc'],False,['browser_use/controller/service.py']
df764c865ec800539a58772864b4e6a4f8643f6e,"Merge pull request #90 from gregpr07/feature/multi-step-bugfixes

Feature/multi step bugfixes","['26833c30b2bfb30d66f25c7bead7c550b039e35a', '3650c59497e4179d6d7d5b729c649a132857f8ca']",True,[]
689e2e7b30d39d66edca64f2fea29f7483cfddbd,Fix counter,['df764c865ec800539a58772864b4e6a4f8643f6e'],False,['browser_use/controller/service.py']
75d28b01f596168de51b774b58711e918e7dc1ac,more error handling for browser closing,['ad3a05da52c44a56d0f326c65c1458b88aa7d83c'],False,"['browser_use/browser/browser.py', 'browser_use/browser/context.py']"
14239da7fcdee8c902c630cf024c067215b6e836,fixed new context config,['7d7659cfa6d4a2d415c80eab20d4f302eddb1ca5'],False,"['browser_use/agent/service.py', 'browser_use/browser/browser.py', 'browser_use/browser/context.py']"
c12ee798371505f448e1358d659af2e1eba981d9,"Merge pull request #132 from browser-use/MagMueller-patch-examples-readme

Real-browser demo","['728b80c2a109b62099bb5bac241258f41194aadb', 'bcf48b72389ddb17742251ddb9e9ba3354f27224']",True,[]
1524a083579d5891d07086f9b298f8cd2fd023e5,Update README.md fix grammar,['c12ee798371505f448e1358d659af2e1eba981d9'],False,['README.md']
49c8d0991bcd5d67aae554531554800449b3ae95,"Merge pull request #134 from browser-use/MagMueller-patch-1

Update README.md fix grammar","['c12ee798371505f448e1358d659af2e1eba981d9', '1524a083579d5891d07086f9b298f8cd2fd023e5']",True,[]
c2f526fe9e217beed7c04173380cbb945a28c42b,"docs: fix wrong docstring for custom_output.py

Signed-off-by: thiswillbeyourgithub <26625900+thiswillbeyourgithub@users.noreply.github.com>",['ecce85ca73fcb2371c404b741ee9d9a27b7e47fc'],False,['examples/custom_output.py']
45feaf9a2498472b9b5978d762638254663e5cf9,"docs: fix typos

Signed-off-by: thiswillbeyourgithub <26625900+thiswillbeyourgithub@users.noreply.github.com>",['c2f526fe9e217beed7c04173380cbb945a28c42b'],False,['examples/custom_system_prompt.py']
1ed053306cff1f79093cfb87856702d30e34f35d,"docs: fix outdated doc of example validate_output

Signed-off-by: thiswillbeyourgithub <26625900+thiswillbeyourgithub@users.noreply.github.com>",['6ff2226f7392df24115dc061afc6fc969da90aca'],False,['examples/validate_output.py']
ee2bf285ab2c9abeac57723c2e803cf164275aef,"Merge pull request #144 from thiswillbeyourgithub/docs_fix

docs fix","['ecce85ca73fcb2371c404b741ee9d9a27b7e47fc', '1ed053306cff1f79093cfb87856702d30e34f35d']",True,[]
d58d821144e394ff83dcb815dc0a31696508df36,fix: bubble change event so that react handlers can handle the event,['3c5f96f0ff3877861d2cd0d0162ea2adb764abed'],False,['browser_use/controller/service.py']
aa6cec04e3610d04d12df140e3d29325307359de,Fix: Properly format Tool Calls in Message History,['d34d1894d6ab4f1b9f7f0fd38a6577ae2ace510a'],False,['browser_use/agent/message_manager/service.py']
18bf231b182aac87f5971e25aa7607af8169ab76,Fix: Add example AI Message to increase likelyhood that first message is formatted correctly,['aa6cec04e3610d04d12df140e3d29325307359de'],False,['browser_use/agent/message_manager/service.py']
b3bbe45dadf9c8bdd4bac5d899ad59eff0d0131e,Fix if parameter is None,['c1c43777dff89dbfdbfbf506fa342dc21f7dedbd'],False,['browser_use/controller/registry/views.py']
86ecf174b16e59164c1f9122fbd0ed912fdb243d,Fix error handling: remove last state in case of error,['998f833faa6e0de6dd78991f32c56301e0ce2678'],False,['browser_use/agent/service.py']
bc2ddd5d17f5ca2205e44bafcb55253ec6a8e596,Error handling,['86ecf174b16e59164c1f9122fbd0ed912fdb243d'],False,"['browser_use/agent/message_manager/service.py', 'browser_use/browser/context.py']"
5024cdfe66d5eb1c5fc741b636f6a0772af684de,"Merge pull request #181 from browser-use/pascscha-fix/tool-call-formatting-issue-158

Pascscha fix/tool call formatting issue 158","['54e602cc4a756d7b02c4c1aa6e22098658c7a45e', '18309fbdab51ede52e97bc4a5d97dc189ed5097d']",True,[]
1cd4b3b86b8594c4ae96667002e54b2b9d6722de,docs: fix typos,['57f4202d925c56372b8d16f0f2297fa9fb55b58f'],False,['examples/custom_system_prompt.py']
e6a9b2c2c623fdb4251d021d974bed571de2140b,fix: OS error of create_history_gif on Win,['57f4202d925c56372b8d16f0f2297fa9fb55b58f'],False,['browser_use/agent/service.py']
d7de04e10244e044b8974b25092d90124240f9ea,minor fix,['e6a9b2c2c623fdb4251d021d974bed571de2140b'],False,['browser_use/agent/service.py']
8e5c506d759e44696376ab8c04c4f5845184abc1,"Merge pull request #202 from vvincent1234/fix/font_win_os_error

fix: OS error of create_history_gif on Windows","['57f4202d925c56372b8d16f0f2297fa9fb55b58f', 'd7de04e10244e044b8974b25092d90124240f9ea']",True,[]
d7eb9f5d00ec7c9d55927ad318a139fd5fafa47d,"Merge pull request #197 from VATALU/main

docs: fix typos","['2fa129e22dfc45b490e4137b49cba0614d72cb52', '1cd4b3b86b8594c4ae96667002e54b2b9d6722de']",True,[]
e9372270d3c53d50af9e11f934a9566f0331b621,"Fix so that logging_config.py reads .env file (#162)

Without it the variable BROWSER_USE_LOGGING_LEVEL in .env is ignored",['b36d4ad0356db6c2b2656b250b9cd30c6aefcb7f'],False,['browser_use/logging_config.py']
3a9d86cdb5609ae6e31a4379cc0854a28d52362a,"Merge pull request #105 from MahlerTom/main

[BUG] `on_page` is called not being called for the first `new_page()` in `_initialize_session`","['ab4294b7aadaf208a675860775a5891a7e22328c', '2454893f69f08a646f4d32180b4a99f88ad14c21']",True,[]
85ad8a05e4ec16d44509532cd3e9e850f51e83fa,"Merge pull request #167 from D-Yuva/patch-1

Create Online_coding_agent.py","['3a9d86cdb5609ae6e31a4379cc0854a28d52362a', 'b8d33d937572e99aa4a8222801376b8ba45ca006']",True,[]
74af98344078b175d81b9f5cf8fc3868442a0449,fix: highlight elements arg in build-dom-tree script,['85ad8a05e4ec16d44509532cd3e9e850f51e83fa'],False,['browser_use/dom/service.py']
680c2859e79167e80d960de2e27f53c6d72bcd97,fix : browser-use/browser-use#214,['1a5a4bd557a190dbc6a77985c46db383779ae4bf'],False,['.github/workflows/publish.yml']
c5a1ce4a69a45ffed1b2cb621f886cc490e16937,"Merge pull request #222 from browser-use/MagMueller-patch-2

Mag mueller patch 2","['0c6320b4d1397be29c9ad88256cec9a7a7cfe418', '72ad6174d5d8f82efc9809db39d09740575c998b']",True,[]
df6d132f28c374ab8ebf562c9d11c19babaff056,"Merge pull request #223 from browser-use/MagMueller-patch-2

Update README.md","['c5a1ce4a69a45ffed1b2cb621f886cc490e16937', 'f15afdade02441383557791037e41bf82cbdcebe']",True,[]
